GUBERNATORIAL 2018 IN WISCONSIN
,
Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Governor,Wisconsin,20181106,"947,735",MILWAUKEE,"124,055","Walker, Scott",Incumbent,"262,124","Evers, Tony",Challenger,L,"2,840","Anderson, Phillip N.",Challenger,"4,858","138,069",D,.72,32.12,67.88,,,"Turnbull, Maggie (Independent) 2,291; White, Michael J. (Green) 1,952; Enz, Arnie (Independent) 333; Scattered Write-Ins (Write-in) 279; Davis, William Henry III (Write-in) 2; Turtenwald, Richard Michael (Write-in) 1"
Governor,Wisconsin,20181106,"44,673",MONROE,"9,464","Walker, Scott",Incumbent,"6,969","Evers, Tony",Challenger,L,162,"Anderson, Phillip N.",Challenger,204,"2,495",R,.96,57.59,42.41,,,"Turnbull, Maggie (Independent) 116; White, Michael J. (Green) 75; Enz, Arnie (Independent) 8; Scattered Write-Ins (Write-in) 5"
Governor,Wisconsin,20181106,"37,660",OCONTO,"11,490","Walker, Scott",Incumbent,"5,858","Evers, Tony",Challenger,L,101,"Anderson, Phillip N.",Challenger,142,"5,632",R,.57,66.23,33.77,,,"Turnbull, Maggie (Independent) 82; White, Michael J. (Green) 41; Enz, Arnie (Independent) 16; Scattered Write-Ins (Write-in) 3"
Governor,Wisconsin,20181106,"35,998",ONEIDA,"11,248","Walker, Scott",Incumbent,"7,850","Evers, Tony",Challenger,L,147,"Anderson, Phillip N.",Challenger,355,"3,398",R,.75,58.90,41.10,,,"Turnbull, Maggie (Independent) 275; White, Michael J. (Green) 59; Enz, Arnie (Independent) 19; Scattered Write-Ins (Write-in) 2"
Governor,Wisconsin,20181106,"176,695",OUTAGAMIE,"45,359","Walker, Scott",Incumbent,"36,290","Evers, Tony",Challenger,L,672,"Anderson, Phillip N.",Challenger,"1,093","9,069",R,.81,55.55,44.45,,,"Turnbull, Maggie (Independent) 558; White, Michael J. (Green) 335; Enz, Arnie (Independent) 199; Scattered Write-Ins (Write-in) 1"
Governor,Wisconsin,20181106,"86,395",OZAUKEE,"32,069","Walker, Scott",Incumbent,"18,394","Evers, Tony",Challenger,L,298,"Anderson, Phillip N.",Challenger,415,"13,675",R,.58,63.55,36.45,,,"Turnbull, Maggie (Independent) 252; White, Michael J. (Green) 118; Enz, Arnie (Independent) 25; Scattered Write-Ins (Write-in) 20"
Governor,Wisconsin,20181106,"7,469",PEPIN,"1,745","Walker, Scott",Incumbent,"1,333","Evers, Tony",Challenger,L,16,"Anderson, Phillip N.",Challenger,41,412,R,.51,56.69,43.31,,,"Turnbull, Maggie (Independent) 25; White, Michael J. (Green) 11; Enz, Arnie (Independent) 5"
Governor,Wisconsin,20181106,"41,019",PIERCE,"8,740","Walker, Scott",Incumbent,"8,193","Evers, Tony",Challenger,L,178,"Anderson, Phillip N.",Challenger,390,547,R,1.02,51.62,48.38,,,"Turnbull, Maggie (Independent) 242; White, Michael J. (Green) 96; Enz, Arnie (Independent) 48; Scattered Write-Ins (Write-in) 3; Cason, Ryan (Write-in) 1"
Governor,Wisconsin,20181106,"44,205",POLK,"10,866","Walker, Scott",Incumbent,"7,333","Evers, Tony",Challenger,L,146,"Anderson, Phillip N.",Challenger,258,"3,533",R,.78,59.71,40.29,,,"Turnbull, Maggie (Independent) 168; White, Michael J. (Green) 70; Enz, Arnie (Independent) 20"
Governor,Wisconsin,20181106,"70,019",PORTAGE,"15,958","Walker, Scott",Incumbent,"18,007","Evers, Tony",Challenger,L,325,"Anderson, Phillip N.",Challenger,581,"2,049",D,.93,46.98,53.02,,,"Turnbull, Maggie (Independent) 338; White, Michael J. (Green) 188; Enz, Arnie (Independent) 40; Scattered Write-Ins (Write-in) 15"
Governor,Wisconsin,20181106,"14,159",PRICE,"3,996","Walker, Scott",Incumbent,"2,585","Evers, Tony",Challenger,L,33,"Anderson, Phillip N.",Challenger,65,"1,411",R,.49,60.72,39.28,,,"Turnbull, Maggie (Independent) 35; White, Michael J. (Green) 27; Enz, Arnie (Independent) 3"
Governor,Wisconsin,20181106,"195,408",RACINE,"44,770","Walker, Scott",Incumbent,"40,498","Evers, Tony",Challenger,L,677,"Anderson, Phillip N.",Challenger,"1,245","4,272",R,.78,52.51,47.49,,,"Turnbull, Maggie (Independent) 646; White, Michael J. (Green) 455; Enz, Arnie (Independent) 95; Scattered Write-Ins (Write-in) 49"
Governor,Wisconsin,20181106,"18,021",RICHLAND,"3,285","Walker, Scott",Incumbent,"3,623","Evers, Tony",Challenger,L,57,"Anderson, Phillip N.",Challenger,88,338,D,.81,47.55,52.45,,,"Turnbull, Maggie (Independent) 46; White, Michael J. (Green) 33; Enz, Arnie (Independent) 8; Scattered Write-Ins (Write-in) 1"
Governor,Wisconsin,20181106,"160,331",ROCK,"26,904","Walker, Scott",Incumbent,"39,680","Evers, Tony",Challenger,L,673,"Anderson, Phillip N.",Challenger,"1,109","12,776",D,.98,40.41,59.59,,,"Turnbull, Maggie (Independent) 638; White, Michael J. (Green) 366; Enz, Arnie (Independent) 78; Scattered Write-Ins (Write-in) 27"
Governor,Wisconsin,20181106,"14,755",RUSK,"3,797","Walker, Scott",Incumbent,"2,184","Evers, Tony",Challenger,L,53,"Anderson, Phillip N.",Challenger,65,"1,613",R,.87,63.48,36.52,,,"Turnbull, Maggie (Independent) 34; White, Michael J. (Green) 19; Enz, Arnie (Independent) 8; Scattered Write-Ins (Write-in) 3; Boucher, Paul (Write-in) 1"
Governor,Wisconsin,20181106,"61,976",SAUK,"12,615","Walker, Scott",Incumbent,"15,630","Evers, Tony",Challenger,L,240,"Anderson, Phillip N.",Challenger,447,"3,015",D,.83,44.66,55.34,,,"Turnbull, Maggie (Independent) 231; White, Michael J. (Green) 133; Enz, Arnie (Independent) 82; Cason, Ryan (Write-in) 1"
Governor,Wisconsin,20181106,"16,557",SAWYER,"4,542","Walker, Scott",Incumbent,"3,484","Evers, Tony",Challenger,L,47,"Anderson, Phillip N.",Challenger,124,"1,058",R,.57,56.59,43.41,,,"Turnbull, Maggie (Independent) 89; White, Michael J. (Green) 22; Enz, Arnie (Independent) 13"
Governor,Wisconsin,20181106,"41,949",SHAWANO,"11,478","Walker, Scott",Incumbent,"6,121","Evers, Tony",Challenger,L,124,"Anderson, Phillip N.",Challenger,277,"5,357",R,.69,65.22,34.78,,,"Turnbull, Maggie (Independent) 211; White, Michael J. (Green) 52; Enz, Arnie (Independent) 14"
Governor,Wisconsin,20181106,"115,507",SHEBOYGAN,"31,520","Walker, Scott",Incumbent,"20,801","Evers, Tony",Challenger,L,380,"Anderson, Phillip N.",Challenger,546,"10,719",R,.71,60.24,39.76,,,"Turnbull, Maggie (Independent) 260; White, Michael J. (Green) 223; Enz, Arnie (Independent) 49; Scattered Write-Ins (Write-in) 14"
Governor,Wisconsin,20181106,"84,345",ST. CROIX,"22,108","Walker, Scott",Incumbent,"16,690","Evers, Tony",Challenger,L,424,"Anderson, Phillip N.",Challenger,848,"5,418",R,1.06,56.98,43.02,,,"Turnbull, Maggie (Independent) 448; White, Michael J. (Green) 226; Enz, Arnie (Independent) 163; Scattered Write-Ins (Write-in) 11"
Governor,Wisconsin,20181106,"20,689",TAYLOR,"5,690","Walker, Scott",Incumbent,"2,269","Evers, Tony",Challenger,L,56,"Anderson, Phillip N.",Challenger,73,"3,421",R,.69,71.49,28.51,,,"Turnbull, Maggie (Independent) 48; White, Michael J. (Green) 19; Enz, Arnie (Independent) 6"
Governor,Wisconsin,20181106,"28,816",TREMPEALEAU,"6,623","Walker, Scott",Incumbent,"5,393","Evers, Tony",Challenger,L,90,"Anderson, Phillip N.",Challenger,149,"1,230",R,.73,55.12,44.88,,,"Turnbull, Maggie (Independent) 77; White, Michael J. (Green) 66; Enz, Arnie (Independent) 4; Scattered Write-Ins (Write-in) 2"
Governor,Wisconsin,20181106,"29,773",VERNON,"6,276","Walker, Scott",Incumbent,"6,550","Evers, Tony",Challenger,L,95,"Anderson, Phillip N.",Challenger,145,274,D,.73,48.93,51.07,,,"Turnbull, Maggie (Independent) 73; White, Michael J. (Green) 51; Enz, Arnie (Independent) 14; Scattered Write-Ins (Write-in) 7"
Governor,Wisconsin,20181106,"21,430",VILAS,"7,814","Walker, Scott",Incumbent,"4,510","Evers, Tony",Challenger,L,65,"Anderson, Phillip N.",Challenger,130,"3,304",R,.52,63.40,36.60,,,"Turnbull, Maggie (Independent) 85; White, Michael J. (Green) 36; Enz, Arnie (Independent) 7; Scattered Write-Ins (Write-in) 2"
Governor,Wisconsin,20181106,"102,228",WALWORTH,"27,088","Walker, Scott",Incumbent,"17,394","Evers, Tony",Challenger,L,354,"Anderson, Phillip N.",Challenger,623,"9,694",R,.78,60.90,39.10,,,"Turnbull, Maggie (Independent) 362; White, Michael J. (Green) 210; Enz, Arnie (Independent) 35; Scattered Write-Ins (Write-in) 16"
Governor,Wisconsin,20181106,"15,911",WASHBURN,"4,461","Walker, Scott",Incumbent,"3,292","Evers, Tony",Challenger,L,69,"Anderson, Phillip N.",Challenger,94,"1,169",R,.87,57.54,42.46,,,"Turnbull, Maggie (Independent) 47; White, Michael J. (Green) 39; Enz, Arnie (Independent) 7; Turtenwald, Richard Michael (Write-in) 1"
Governor,Wisconsin,20181106,"131,887",WASHINGTON,"50,958","Walker, Scott",Incumbent,"18,703","Evers, Tony",Challenger,L,365,"Anderson, Phillip N.",Challenger,519,"32,255",R,.52,73.15,26.85,,,"Turnbull, Maggie (Independent) 315; White, Michael J. (Green) 172; Enz, Arnie (Independent) 32"
Governor,Wisconsin,20181106,"389,891",WAUKESHA,"146,699","Walker, Scott",Incumbent,"72,131","Evers, Tony",Challenger,L,"1,252","Anderson, Phillip N.",Challenger,"1,725","74,568",R,.56,67.04,32.96,,,"Turnbull, Maggie (Independent) 971; White, Michael J. (Green) 545; Enz, Arnie (Independent) 128; Scattered Write-Ins (Write-in) 79; Cason, Ryan (Write-in) 1; Gehler, Corban (Write-in) 1"
Governor,Wisconsin,20181106,"52,410",WAUPACA,"13,909","Walker, Scott",Incumbent,"8,143","Evers, Tony",Challenger,L,153,"Anderson, Phillip N.",Challenger,268,"5,766",R,.68,63.07,36.93,,,"Turnbull, Maggie (Independent) 168; White, Michael J. (Green) 72; Enz, Arnie (Independent) 21; Scattered Write-Ins (Write-in) 7"
Governor,Wisconsin,20181106,"24,496",WAUSHARA,"6,719","Walker, Scott",Incumbent,"3,742","Evers, Tony",Challenger,L,58,"Anderson, Phillip N.",Challenger,110,"2,977",R,.55,64.23,35.77,,,"Turnbull, Maggie (Independent) 64; White, Michael J. (Green) 37; Enz, Arnie (Independent) 9"
Governor,Wisconsin,20181106,"166,994",WINNEBAGO,"38,368","Walker, Scott",Incumbent,"35,610","Evers, Tony",Challenger,L,690,"Anderson, Phillip N.",Challenger,"1,085","2,758",R,.91,51.86,48.14,,,"Turnbull, Maggie (Independent) 613; White, Michael J. (Green) 315; Enz, Arnie (Independent) 122; Scattered Write-Ins (Write-in) 35"
Governor,Wisconsin,20181106,"74,749",WOOD,"18,871","Walker, Scott",Incumbent,"13,638","Evers, Tony",Challenger,L,211,"Anderson, Phillip N.",Challenger,361,"5,233",R,.64,58.05,41.95,,,"Turnbull, Maggie (Independent) 217; White, Michael J. (Green) 111; Enz, Arnie (Independent) 29; Scattered Write-Ins (Write-in) 3; Grimek, Mark (Write-in) 1"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
"5,686,986",Wisconsin,"2,673,308","1,295,080","1,324,307","20,225","33,696","29,227",D,"29,227",D,48.44,49.54,.76,1.26,49.44,50.56
,
,
,
GUBERNATORIAL 2014 IN WISCONSIN
,
Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Governor,Wisconsin,20141104,"20,875",ADAMS,"4,297","Walker, Scott",Incumbent,"3,762","Burke, Mary",Challenger,L,88,"Burke, Robert",Challenger,38,535,R,1.08,53.32,46.68,,,"Fehr, Dennis (People's Party) 36; Scattered Write-Ins (No Party) 1; Scattered Write-Ins (Write-in) 1"
Governor,Wisconsin,20141104,"16,157",ASHLAND,"2,333","Walker, Scott",Incumbent,"4,150","Burke, Mary",Challenger,L,55,"Burke, Robert",Challenger,28,"1,817",D,.84,35.99,64.01,,,"Fehr, Dennis (People's Party) 26; Scattered Write-Ins (No Party) 0; Scattered Write-Ins (Write-in) 2"
Governor,Wisconsin,20141104,"45,870",BARRON,"9,696","Walker, Scott",Incumbent,"6,832","Burke, Mary",Challenger,L,146,"Burke, Robert",Challenger,75,"2,864",R,.87,58.66,41.34,,,"Fehr, Dennis (People's Party) 67; Scattered Write-Ins (No Party) 6; Scattered Write-Ins (Write-in) 2"
