SENATE 2018 IN WISCONSIN
,
Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Senate,Wisconsin,20181106,"51,208",GRANT,"8,860","Vukmir, Leah",Challenger,"10,554","Baldwin, Tammy",Incumbent,WR,6,Scattered Write-Ins,Challenger,N/A,"1,694",D,.03,45.64,54.36,,,
Senate,Wisconsin,20181106,"36,842",GREEN,"6,732","Vukmir, Leah",Challenger,"10,294","Baldwin, Tammy",Incumbent,WR,11,Scattered Write-Ins,Challenger,N/A,"3,562",D,.06,39.54,60.46,,,
Senate,Wisconsin,20181106,"19,051",GREEN LAKE,"4,893","Vukmir, Leah",Challenger,"3,222","Baldwin, Tammy",Incumbent,WR,2,Scattered Write-Ins,Challenger,N/A,"1,671",R,.02,60.30,39.70,,,
Senate,Wisconsin,20181106,"23,687",IOWA,"3,835","Vukmir, Leah",Challenger,"7,270","Baldwin, Tammy",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,"3,435",D,.08,34.53,65.47,,,
Senate,Wisconsin,20181106,"5,916",IRON,"1,605","Vukmir, Leah",Challenger,"1,459","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,146,R,.00,52.38,47.62,,,
Senate,Wisconsin,20181106,"20,449",JACKSON,"3,611","Vukmir, Leah",Challenger,"4,370","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,759,D,.00,45.24,54.76,,,
Senate,Wisconsin,20181106,"83,686",JEFFERSON,"19,809","Vukmir, Leah",Challenger,"18,055","Baldwin, Tammy",Incumbent,WR,47,Scattered Write-Ins,Challenger,N/A,"1,754",R,.12,52.32,47.68,,,
Senate,Wisconsin,20181106,"26,664",JUNEAU,"5,429","Vukmir, Leah",Challenger,"4,658","Baldwin, Tammy",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,771,R,.09,53.82,46.18,,,
Senate,Wisconsin,20181106,"166,426",KENOSHA,"29,181","Vukmir, Leah",Challenger,"38,296","Baldwin, Tammy",Incumbent,WR,112,Scattered Write-Ins,Challenger,N/A,"9,115",D,.17,43.25,56.75,,,
Senate,Wisconsin,20181106,"20,574",KEWAUNEE,"5,158","Vukmir, Leah",Challenger,"4,287","Baldwin, Tammy",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,871,R,.10,54.61,45.39,,,
Senate,Wisconsin,20181106,"114,638",LA CROSSE,"21,160","Vukmir, Leah",Challenger,"35,731","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,"14,571",D,.00,37.19,62.81,,,
Senate,Wisconsin,20181106,"16,836",LAFAYETTE,"2,900","Vukmir, Leah",Challenger,"3,592","Baldwin, Tammy",Incumbent,WR,1,Scattered Write-Ins,Challenger,N/A,692,D,.02,44.67,55.33,,,
Senate,Wisconsin,20181106,"19,977",LANGLADE,"5,239","Vukmir, Leah",Challenger,"3,889","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,"1,350",R,.00,57.39,42.61,,,
Senate,Wisconsin,20181106,"28,743",LINCOLN,"6,901","Vukmir, Leah",Challenger,"6,463","Baldwin, Tammy",Incumbent,WR,15,Scattered Write-Ins,Challenger,N/A,438,R,.11,51.64,48.36,,,
Senate,Wisconsin,20181106,"81,442",MANITOWOC,"18,795","Vukmir, Leah",Challenger,"16,541","Baldwin, Tammy",Incumbent,WR,37,Scattered Write-Ins,Challenger,N/A,"2,254",R,.10,53.19,46.81,,,
Senate,Wisconsin,20181106,"134,063",MARATHON,"32,661","Vukmir, Leah",Challenger,"29,084","Baldwin, Tammy",Incumbent,WR,67,Scattered Write-Ins,Challenger,1,"3,577",R,.11,52.90,47.10,,,"Walters, Mary Jo (Write-in) 1"
Senate,Wisconsin,20181106,"41,749",MARINETTE,"9,731","Vukmir, Leah",Challenger,"7,520","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,1,"2,211",R,.00,56.41,43.59,,,"Walters, Mary Jo (Write-in) 1"
Senate,Wisconsin,20181106,"15,404",MARQUETTE,"3,791","Vukmir, Leah",Challenger,"3,337","Baldwin, Tammy",Incumbent,WR,6,Scattered Write-Ins,Challenger,N/A,454,R,.08,53.18,46.82,,,
Senate,Wisconsin,20181106,"4,232",MENOMINEE,220,"Vukmir, Leah",Challenger,896,"Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,676,D,.00,19.71,80.29,,,
Senate,Wisconsin,20181106,"947,735",MILWAUKEE,"111,684","Vukmir, Leah",Challenger,"280,426","Baldwin, Tammy",Incumbent,WR,743,Scattered Write-Ins,Challenger,5,"168,742",D,.19,28.48,71.52,,,"Walters, Mary Jo (Write-in) 3; Schiess, John (Write-in) 2"
Senate,Wisconsin,20181106,"44,673",MONROE,"8,559","Vukmir, Leah",Challenger,"8,151","Baldwin, Tammy",Incumbent,WR,20,Scattered Write-Ins,Challenger,1,408,R,.12,51.22,48.78,,,"Walters, Mary Jo (Write-in) 1"
Senate,Wisconsin,20181106,"37,660",OCONTO,"10,392","Vukmir, Leah",Challenger,"7,042","Baldwin, Tammy",Incumbent,WR,15,Scattered Write-Ins,Challenger,N/A,"3,350",R,.09,59.61,40.39,,,
Senate,Wisconsin,20181106,"35,998",ONEIDA,"10,112","Vukmir, Leah",Challenger,"9,338","Baldwin, Tammy",Incumbent,WR,22,Scattered Write-Ins,Challenger,1,774,R,.11,51.99,48.01,,,"Schiess, John (Write-in) 1"
Senate,Wisconsin,20181106,"176,695",OUTAGAMIE,"41,354","Vukmir, Leah",Challenger,"41,618","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,2,264,D,.00,49.84,50.16,,,"Walters, Mary Jo (Write-in) 1; Schiess, John (Write-in) 1"
Senate,Wisconsin,20181106,"86,395",OZAUKEE,"29,480","Vukmir, Leah",Challenger,"21,464","Baldwin, Tammy",Incumbent,WR,66,Scattered Write-Ins,Challenger,N/A,"8,016",R,.13,57.87,42.13,,,
Senate,Wisconsin,20181106,"7,469",PEPIN,"1,578","Vukmir, Leah",Challenger,"1,529","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,49,R,.00,50.79,49.21,,,
Senate,Wisconsin,20181106,"41,019",PIERCE,"8,247","Vukmir, Leah",Challenger,"9,216","Baldwin, Tammy",Incumbent,WR,2,Scattered Write-Ins,Challenger,1,969,D,.01,47.23,52.77,,,"Schiess, John (Write-in) 1"
Senate,Wisconsin,20181106,"44,205",POLK,"10,245","Vukmir, Leah",Challenger,"8,299","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,"1,946",R,.00,55.25,44.75,,,
Senate,Wisconsin,20181106,"70,019",PORTAGE,"14,510","Vukmir, Leah",Challenger,"20,170","Baldwin, Tammy",Incumbent,WR,43,Scattered Write-Ins,Challenger,2,"5,660",D,.12,41.84,58.16,,,"Walters, Mary Jo (Write-in) 1; Schiess, John (Write-in) 1"
Senate,Wisconsin,20181106,"14,159",PRICE,"3,515","Vukmir, Leah",Challenger,"3,136","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,379,R,.00,52.85,47.15,,,
Senate,Wisconsin,20181106,"195,408",RACINE,"41,213","Vukmir, Leah",Challenger,"45,397","Baldwin, Tammy",Incumbent,WR,139,Scattered Write-Ins,Challenger,1,"4,184",D,.16,47.58,52.42,,,"Walters, Mary Jo (Write-in) 1"
Senate,Wisconsin,20181106,"18,021",RICHLAND,"2,980","Vukmir, Leah",Challenger,"4,000","Baldwin, Tammy",Incumbent,WR,6,Scattered Write-Ins,Challenger,N/A,"1,020",D,.09,42.69,57.31,,,
Senate,Wisconsin,20181106,"160,331",ROCK,"25,322","Vukmir, Leah",Challenger,"42,616","Baldwin, Tammy",Incumbent,WR,73,Scattered Write-Ins,Challenger,N/A,"17,294",D,.11,37.27,62.73,,,
Senate,Wisconsin,20181106,"14,755",RUSK,"3,381","Vukmir, Leah",Challenger,"2,654","Baldwin, Tammy",Incumbent,WR,8,Scattered Write-Ins,Challenger,3,727,R,.13,56.02,43.98,,,"Walters, Mary Jo (Write-in) 3"
Senate,Wisconsin,20181106,"61,976",SAUK,"11,866","Vukmir, Leah",Challenger,"16,960","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,"5,094",D,.00,41.16,58.84,,,
Senate,Wisconsin,20181106,"16,557",SAWYER,"4,159","Vukmir, Leah",Challenger,"3,938","Baldwin, Tammy",Incumbent,WR,3,Scattered Write-Ins,Challenger,N/A,221,R,.04,51.36,48.64,,,
Senate,Wisconsin,20181106,"41,949",SHAWANO,"10,438","Vukmir, Leah",Challenger,"7,414","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,"3,024",R,.00,58.47,41.53,,,
Senate,Wisconsin,20181106,"115,507",SHEBOYGAN,"28,667","Vukmir, Leah",Challenger,"24,183","Baldwin, Tammy",Incumbent,WR,75,Scattered Write-Ins,Challenger,N/A,"4,484",R,.14,54.24,45.76,,,
Senate,Wisconsin,20181106,"84,345",ST. CROIX,"21,069","Vukmir, Leah",Challenger,"18,765","Baldwin, Tammy",Incumbent,WR,29,Scattered Write-Ins,Challenger,1,"2,304",R,.07,52.89,47.11,,,"Walters, Mary Jo (Write-in) 1"
Senate,Wisconsin,20181106,"20,689",TAYLOR,"5,005","Vukmir, Leah",Challenger,"3,028","Baldwin, Tammy",Incumbent,WR,2,Scattered Write-Ins,Challenger,N/A,"1,977",R,.02,62.31,37.69,,,
Senate,Wisconsin,20181106,"28,816",TREMPEALEAU,"5,633","Vukmir, Leah",Challenger,"6,526","Baldwin, Tammy",Incumbent,WR,9,Scattered Write-Ins,Challenger,N/A,893,D,.07,46.33,53.67,,,
Senate,Wisconsin,20181106,"29,773",VERNON,"5,459","Vukmir, Leah",Challenger,"7,495","Baldwin, Tammy",Incumbent,WR,3,Scattered Write-Ins,Challenger,2,"2,036",D,.02,42.14,57.86,,,"Walters, Mary Jo (Write-in) 1; Schiess, John (Write-in) 1"
Senate,Wisconsin,20181106,"21,430",VILAS,"7,166","Vukmir, Leah",Challenger,"5,308","Baldwin, Tammy",Incumbent,WR,16,Scattered Write-Ins,Challenger,1,"1,858",R,.13,57.45,42.55,,,"Schiess, John (Write-in) 1"
Senate,Wisconsin,20181106,"102,228",WALWORTH,"24,844","Vukmir, Leah",Challenger,"20,299","Baldwin, Tammy",Incumbent,WR,73,Scattered Write-Ins,Challenger,N/A,"4,545",R,.16,55.03,44.97,,,
Senate,Wisconsin,20181106,"15,911",WASHBURN,"4,190","Vukmir, Leah",Challenger,"3,664","Baldwin, Tammy",Incumbent,WR,3,Scattered Write-Ins,Challenger,1,526,R,.04,53.35,46.65,,,"Schiess, John (Write-in) 1"
Senate,Wisconsin,20181106,"131,887",WASHINGTON,"47,102","Vukmir, Leah",Challenger,"23,072","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,1,"24,030",R,.00,67.12,32.88,,,"Walters, Mary Jo (Write-in) 1"
Senate,Wisconsin,20181106,"389,891",WAUKESHA,"136,190","Vukmir, Leah",Challenger,"84,147","Baldwin, Tammy",Incumbent,WR,292,Scattered Write-Ins,Challenger,1,"52,043",R,.13,61.81,38.19,,,"Walters, Mary Jo (Write-in) 1"
Senate,Wisconsin,20181106,"52,410",WAUPACA,"12,792","Vukmir, Leah",Challenger,"9,509","Baldwin, Tammy",Incumbent,WR,15,Scattered Write-Ins,Challenger,N/A,"3,283",R,.07,57.36,42.64,,,
Senate,Wisconsin,20181106,"24,496",WAUSHARA,"6,106","Vukmir, Leah",Challenger,"4,434","Baldwin, Tammy",Incumbent,WR,N/A,Scattered Write-Ins,Challenger,N/A,"1,672",R,.00,57.93,42.07,,,
Senate,Wisconsin,20181106,"166,994",WINNEBAGO,"35,282","Vukmir, Leah",Challenger,"40,185","Baldwin, Tammy",Incumbent,WR,118,Scattered Write-Ins,Challenger,N/A,"4,903",D,.16,46.75,53.25,,,
Senate,Wisconsin,20181106,"74,749",WOOD,"16,899","Vukmir, Leah",Challenger,"15,992","Baldwin, Tammy",Incumbent,WR,27,Scattered Write-Ins,Challenger,1,907,R,.08,51.38,48.62,,,"Walters, Mary Jo (Write-in) 1"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
"5,686,986",Wisconsin,"2,660,763","1,184,885","1,472,914","2,922",42,"288,029",D,"288,029",D,44.53,55.36,.11,.00,44.58,55.42
,
,
,
SENATE 2016 IN WISCONSIN
,
Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Senate,Wisconsin,20161108,"20,875",ADAMS,"5,446","Johnson, Ron",Incumbent,"4,093","Feingold, Russell D.",Challenger,L,486,"Anderson, Phillip N.",Challenger,7,"1,353",R,4.84,57.09,42.91,,,"Scattered Write-Ins (Write-in) 7; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"16,157",ASHLAND,"3,214","Johnson, Ron",Incumbent,"4,452","Feingold, Russell D.",Challenger,L,232,"Anderson, Phillip N.",Challenger,9,"1,238",D,2.93,41.93,58.07,,,"Scattered Write-Ins (Write-in) 8; Schiess, John (Write-in) 1"
Senate,Wisconsin,20161108,"45,870",BARRON,"12,893","Johnson, Ron",Incumbent,"8,699","Feingold, Russell D.",Challenger,L,754,"Anderson, Phillip N.",Challenger,4,"4,194",R,3.37,59.71,40.29,,,"Scattered Write-Ins (Write-in) 3; Schiess, John (Write-in) 1"
Senate,Wisconsin,20161108,"15,014",BAYFIELD,"4,020","Johnson, Ron",Incumbent,"5,162","Feingold, Russell D.",Challenger,L,263,"Anderson, Phillip N.",Challenger,N/A,"1,142",D,2.78,43.78,56.22,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"248,007",BROWN,"71,760","Johnson, Ron",Incumbent,"51,008","Feingold, Russell D.",Challenger,L,"4,616","Anderson, Phillip N.",Challenger,54,"20,752",R,3.62,58.45,41.55,,,"Scattered Write-Ins (Write-in) 54; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"13,587",BUFFALO,"3,851","Johnson, Ron",Incumbent,"2,746","Feingold, Russell D.",Challenger,L,285,"Anderson, Phillip N.",Challenger,1,"1,105",R,4.14,58.38,41.62,,,"Scattered Write-Ins (Write-in) 1; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"15,457",BURNETT,"5,198","Johnson, Ron",Incumbent,"3,143","Feingold, Russell D.",Challenger,L,258,"Anderson, Phillip N.",Challenger,N/A,"2,055",R,3.00,62.32,37.68,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"48,971",CALUMET,"16,485","Johnson, Ron",Incumbent,"9,197","Feingold, Russell D.",Challenger,L,937,"Anderson, Phillip N.",Challenger,N/A,"7,288",R,3.52,64.19,35.81,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"62,415",CHIPPEWA,"17,339","Johnson, Ron",Incumbent,"12,661","Feingold, Russell D.",Challenger,L,"1,324","Anderson, Phillip N.",Challenger,N/A,"4,678",R,4.23,57.80,42.20,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"34,690",CLARK,"8,084","Johnson, Ron",Incumbent,"4,779","Feingold, Russell D.",Challenger,L,652,"Anderson, Phillip N.",Challenger,N/A,"3,305",R,4.82,62.85,37.15,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"56,833",COLUMBIA,"13,557","Johnson, Ron",Incumbent,"15,057","Feingold, Russell D.",Challenger,L,838,"Anderson, Phillip N.",Challenger,15,"1,500",D,2.84,47.38,52.62,,,"Scattered Write-Ins (Write-in) 15; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"16,644",CRAWFORD,"3,671","Johnson, Ron",Incumbent,"3,708","Feingold, Russell D.",Challenger,L,270,"Anderson, Phillip N.",Challenger,2,37,D,3.53,49.75,50.25,,,"Scattered Write-Ins (Write-in) 2; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"488,073",DANE,"80,670","Johnson, Ron",Incumbent,"220,344","Feingold, Russell D.",Challenger,L,"5,775","Anderson, Phillip N.",Challenger,171,"139,674",D,1.88,26.80,73.20,,,"Scattered Write-Ins (Write-in) 171; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"88,759",DODGE,"27,078","Johnson, Ron",Incumbent,"14,760","Feingold, Russell D.",Challenger,L,"1,328","Anderson, Phillip N.",Challenger,N/A,"12,318",R,3.08,64.72,35.28,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"27,785",DOOR,"9,295","Johnson, Ron",Incumbent,"7,671","Feingold, Russell D.",Challenger,L,582,"Anderson, Phillip N.",Challenger,10,"1,624",R,3.31,54.79,45.21,,,"Scattered Write-Ins (Write-in) 10; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"44,159",DOUGLAS,"9,364","Johnson, Ron",Incumbent,"11,893","Feingold, Russell D.",Challenger,L,767,"Anderson, Phillip N.",Challenger,28,"2,529",D,3.48,44.05,55.95,,,"Scattered Write-Ins (Write-in) 28; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"43,857",DUNN,"11,425","Johnson, Ron",Incumbent,"9,491","Feingold, Russell D.",Challenger,L,896,"Anderson, Phillip N.",Challenger,N/A,"1,934",R,4.11,54.62,45.38,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"98,736",EAU CLAIRE,"24,650","Johnson, Ron",Incumbent,"27,527","Feingold, Russell D.",Challenger,L,"1,940","Anderson, Phillip N.",Challenger,43,"2,877",D,3.58,47.24,52.76,,,"Scattered Write-Ins (Write-in) 43; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"4,423",FLORENCE,"1,770","Johnson, Ron",Incumbent,759,"Feingold, Russell D.",Challenger,L,85,"Anderson, Phillip N.",Challenger,N/A,"1,011",R,3.25,69.99,30.01,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"101,633",FOND DU LAC,"32,464","Johnson, Ron",Incumbent,"17,131","Feingold, Russell D.",Challenger,L,"1,734","Anderson, Phillip N.",Challenger,N/A,"15,333",R,3.38,65.46,34.54,,,"Scattered Write-Ins (Write-in) 0; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"9,304",FOREST,"2,589","Johnson, Ron",Incumbent,"1,651","Feingold, Russell D.",Challenger,L,199,"Anderson, Phillip N.",Challenger,4,938,R,4.48,61.06,38.94,,,"Scattered Write-Ins (Write-in) 4; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"51,208",GRANT,"12,197","Johnson, Ron",Incumbent,"10,926","Feingold, Russell D.",Challenger,L,801,"Anderson, Phillip N.",Challenger,8,"1,271",R,3.35,52.75,47.25,,,"Scattered Write-Ins (Write-in) 8; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"36,842",GREEN,"8,106","Johnson, Ron",Incumbent,"10,207","Feingold, Russell D.",Challenger,L,528,"Anderson, Phillip N.",Challenger,11,"2,101",D,2.80,44.26,55.74,,,"Scattered Write-Ins (Write-in) 11; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"19,051",GREEN LAKE,"6,215","Johnson, Ron",Incumbent,"2,774","Feingold, Russell D.",Challenger,L,329,"Anderson, Phillip N.",Challenger,1,"3,441",R,3.53,69.14,30.86,,,"Scattered Write-Ins (Write-in) 1; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"23,687",IOWA,"4,679","Johnson, Ron",Incumbent,"7,226","Feingold, Russell D.",Challenger,L,294,"Anderson, Phillip N.",Challenger,7,"2,547",D,2.41,39.30,60.70,,,"Scattered Write-Ins (Write-in) 7; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"5,916",IRON,"1,949","Johnson, Ron",Incumbent,"1,361","Feingold, Russell D.",Challenger,L,90,"Anderson, Phillip N.",Challenger,2,588,R,2.65,58.88,41.12,,,"Scattered Write-Ins (Write-in) 2; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"20,449",JACKSON,"4,615","Johnson, Ron",Incumbent,"4,096","Feingold, Russell D.",Challenger,L,442,"Anderson, Phillip N.",Challenger,2,519,R,4.83,52.98,47.02,,,"Scattered Write-Ins (Write-in) 2; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"83,686",JEFFERSON,"23,902","Johnson, Ron",Incumbent,"17,149","Feingold, Russell D.",Challenger,L,"1,258","Anderson, Phillip N.",Challenger,25,"6,753",R,2.97,58.23,41.77,,,"Scattered Write-Ins (Write-in) 25; Schiess, John (Write-in) 0"
Senate,Wisconsin,20161108,"26,664",JUNEAU,"6,441","Johnson, Ron",Incumbent,"4,697","Feingold, Russell D.",Challenger,L,408,"Anderson, Phillip N.",Challenger,3,"1,744",R,3.53,57.83,42.17,,,"Scattered Write-Ins (Write-in) 3; Schiess, John (Write-in) 0"
