SENATE 2018 IN MINNESOTA
,
Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Senate,Minnesota,20181106,"21,378",NOBLES,"3,523","Newberger, James",Challenger,"3,185","Klobuchar, Amy",Incumbent,LMN,231,"Schuller, Dennis",Challenger,72,338,R,3.29,52.52,47.48,,,"Overby, Paula (Green) 67; Scattered Write-Ins (Write-in) 5"
Senate,Minnesota,20181106,"6,852",NORMAN,"1,049","Newberger, James",Challenger,"1,588","Klobuchar, Amy",Incumbent,LMN,61,"Schuller, Dennis",Challenger,21,539,D,2.24,39.78,60.22,,,"Overby, Paula (Green) 19; Scattered Write-Ins (Write-in) 2"
Senate,Minnesota,20181106,"144,248",OLMSTED,"27,291","Newberger, James",Challenger,"41,769","Klobuchar, Amy",Incumbent,LMN,"1,557","Schuller, Dennis",Challenger,629,"14,478",D,2.19,39.52,60.48,,,"Overby, Paula (Green) 610; Scattered Write-Ins (Write-in) 19"
Senate,Minnesota,20181106,"57,303",OTTER TAIL,"14,688","Newberger, James",Challenger,"12,002","Klobuchar, Amy",Incumbent,LMN,584,"Schuller, Dennis",Challenger,192,"2,686",R,2.13,55.03,44.97,,,"Overby, Paula (Green) 192; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"13,930",PENNINGTON,"2,573","Newberger, James",Challenger,"2,582","Klobuchar, Amy",Incumbent,LMN,173,"Schuller, Dennis",Challenger,43,9,D,3.22,49.91,50.09,,,"Overby, Paula (Green) 41; Scattered Write-Ins (Write-in) 2"
Senate,Minnesota,20181106,"29,750",PINE,"5,528","Newberger, James",Challenger,"5,648","Klobuchar, Amy",Incumbent,LMN,327,"Schuller, Dennis",Challenger,96,120,D,2.82,49.46,50.54,,,"Overby, Paula (Green) 88; Scattered Write-Ins (Write-in) 8"
Senate,Minnesota,20181106,"9,596",PIPESTONE,"2,266","Newberger, James",Challenger,"1,321","Klobuchar, Amy",Incumbent,LMN,107,"Schuller, Dennis",Challenger,31,945,R,2.87,63.17,36.83,,,"Overby, Paula (Green) 29; Scattered Write-Ins (Write-in) 2"
Senate,Minnesota,20181106,"31,600",POLK,"5,785","Newberger, James",Challenger,"5,729","Klobuchar, Amy",Incumbent,LMN,276,"Schuller, Dennis",Challenger,87,56,R,2.32,50.24,49.76,,,"Overby, Paula (Green) 85; Scattered Write-Ins (Write-in) 2"
Senate,Minnesota,20181106,"10,995",POPE,"2,443","Newberger, James",Challenger,"2,851","Klobuchar, Amy",Incumbent,LMN,121,"Schuller, Dennis",Challenger,37,408,D,2.22,46.15,53.85,,,"Overby, Paula (Green) 36; Scattered Write-Ins (Write-in) 1"
Senate,Minnesota,20181106,"508,640",RAMSEY,"53,101","Newberger, James",Challenger,"182,445","Klobuchar, Amy",Incumbent,LMN,"7,045","Schuller, Dennis",Challenger,"2,979","129,344",D,2.87,22.54,77.46,,,"Overby, Paula (Green) 2,855; Scattered Write-Ins (Write-in) 124"
Senate,Minnesota,20181106,"4,089",RED LAKE,709,"Newberger, James",Challenger,900,"Klobuchar, Amy",Incumbent,LMN,51,"Schuller, Dennis",Challenger,8,191,D,3.06,44.06,55.94,,,"Overby, Paula (Green) 8; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"16,059",REDWOOD,"3,334","Newberger, James",Challenger,"2,688","Klobuchar, Amy",Incumbent,LMN,151,"Schuller, Dennis",Challenger,48,646,R,2.43,55.36,44.64,,,"Overby, Paula (Green) 48; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"15,730",RENVILLE,"2,888","Newberger, James",Challenger,"3,194","Klobuchar, Amy",Incumbent,LMN,162,"Schuller, Dennis",Challenger,55,306,D,2.57,47.48,52.52,,,"Overby, Paula (Green) 52; Scattered Write-Ins (Write-in) 3"
Senate,Minnesota,20181106,"64,142",RICE,"10,604","Newberger, James",Challenger,"16,881","Klobuchar, Amy",Incumbent,LMN,751,"Schuller, Dennis",Challenger,264,"6,277",D,2.64,38.58,61.42,,,"Overby, Paula (Green) 256; Scattered Write-Ins (Write-in) 8"
Senate,Minnesota,20181106,"9,687",ROCK,"2,217","Newberger, James",Challenger,"1,452","Klobuchar, Amy",Incumbent,LMN,73,"Schuller, Dennis",Challenger,28,765,R,1.94,60.43,39.57,,,"Overby, Paula (Green) 26; Scattered Write-Ins (Write-in) 2"
Senate,Minnesota,20181106,"15,629",ROSEAU,"3,771","Newberger, James",Challenger,"2,517","Klobuchar, Amy",Incumbent,LMN,147,"Schuller, Dennis",Challenger,39,"1,254",R,2.27,59.97,40.03,,,"Overby, Paula (Green) 39; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"129,928",SCOTT,"29,308","Newberger, James",Challenger,"34,624","Klobuchar, Amy",Incumbent,LMN,"1,718","Schuller, Dennis",Challenger,624,"5,316",D,2.59,45.84,54.16,,,"Overby, Paula (Green) 607; Scattered Write-Ins (Write-in) 17"
Senate,Minnesota,20181106,"88,499",SHERBURNE,"21,437","Newberger, James",Challenger,"16,491","Klobuchar, Amy",Incumbent,LMN,"1,100","Schuller, Dennis",Challenger,319,"4,946",R,2.80,56.52,43.48,,,"Overby, Paula (Green) 305; Scattered Write-Ins (Write-in) 14"
Senate,Minnesota,20181106,"15,226",SIBLEY,"3,337","Newberger, James",Challenger,"3,050","Klobuchar, Amy",Incumbent,LMN,152,"Schuller, Dennis",Challenger,48,287,R,2.31,52.25,47.75,,,"Overby, Paula (Green) 46; Scattered Write-Ins (Write-in) 2"
Senate,Minnesota,20181106,"200,226",ST. LOUIS,"30,293","Newberger, James",Challenger,"66,056","Klobuchar, Amy",Incumbent,LMN,"2,517","Schuller, Dennis",Challenger,948,"35,763",D,2.52,31.44,68.56,,,"Overby, Paula (Green) 910; Scattered Write-Ins (Write-in) 38"
Senate,Minnesota,20181106,"150,642",STEARNS,"31,821","Newberger, James",Challenger,"31,970","Klobuchar, Amy",Incumbent,LMN,"1,757","Schuller, Dennis",Challenger,569,149,D,2.66,49.88,50.12,,,"Overby, Paula (Green) 547; Scattered Write-Ins (Write-in) 22"
Senate,Minnesota,20181106,"36,576",STEELE,"7,490","Newberger, James",Challenger,"8,192","Klobuchar, Amy",Incumbent,LMN,492,"Schuller, Dennis",Challenger,177,702,D,3.01,47.76,52.24,,,"Overby, Paula (Green) 171; Scattered Write-Ins (Write-in) 6"
Senate,Minnesota,20181106,"9,726",STEVENS,"1,969","Newberger, James",Challenger,"2,290","Klobuchar, Amy",Incumbent,LMN,98,"Schuller, Dennis",Challenger,37,321,D,2.23,46.23,53.77,,,"Overby, Paula (Green) 37; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"9,783",SWIFT,"1,793","Newberger, James",Challenger,"2,147","Klobuchar, Amy",Incumbent,LMN,83,"Schuller, Dennis",Challenger,28,354,D,2.05,45.51,54.49,,,"Overby, Paula (Green) 28; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"24,895",TODD,"5,516","Newberger, James",Challenger,"3,863","Klobuchar, Amy",Incumbent,LMN,195,"Schuller, Dennis",Challenger,62,"1,653",R,2.02,58.81,41.19,,,"Overby, Paula (Green) 61; Scattered Write-Ins (Write-in) 1"
Senate,Minnesota,20181106,"3,558",TRAVERSE,665,"Newberger, James",Challenger,825,"Klobuchar, Amy",Incumbent,LMN,33,"Schuller, Dennis",Challenger,7,160,D,2.16,44.63,55.37,,,"Overby, Paula (Green) 7; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"21,676",WABASHA,"4,695","Newberger, James",Challenger,"4,961","Klobuchar, Amy",Incumbent,LMN,249,"Schuller, Dennis",Challenger,101,266,D,2.49,48.62,51.38,,,"Overby, Paula (Green) 101; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"13,843",WADENA,"3,379","Newberger, James",Challenger,"2,044","Klobuchar, Amy",Incumbent,LMN,97,"Schuller, Dennis",Challenger,30,"1,335",R,1.75,62.31,37.69,,,"Overby, Paula (Green) 28; Scattered Write-Ins (Write-in) 2"
Senate,Minnesota,20181106,"19,136",WASECA,"3,872","Newberger, James",Challenger,"4,035","Klobuchar, Amy",Incumbent,LMN,177,"Schuller, Dennis",Challenger,71,163,D,2.17,48.97,51.03,,,"Overby, Paula (Green) 68; Scattered Write-Ins (Write-in) 3"
Senate,Minnesota,20181106,"238,136",WASHINGTON,"47,785","Newberger, James",Challenger,"78,364","Klobuchar, Amy",Incumbent,LMN,"2,858","Schuller, Dennis",Challenger,"1,081","30,579",D,2.20,37.88,62.12,,,"Overby, Paula (Green) 1,038; Scattered Write-Ins (Write-in) 43"
Senate,Minnesota,20181106,"11,211",WATONWAN,"1,819","Newberger, James",Challenger,"2,200","Klobuchar, Amy",Incumbent,LMN,82,"Schuller, Dennis",Challenger,26,381,D,1.99,45.26,54.74,,,"Overby, Paula (Green) 26; Scattered Write-Ins (Write-in) 0"
Senate,Minnesota,20181106,"6,576",WILKIN,"1,243","Newberger, James",Challenger,"1,251","Klobuchar, Amy",Incumbent,LMN,71,"Schuller, Dennis",Challenger,22,8,D,2.74,49.84,50.16,,,"Overby, Paula (Green) 21; Scattered Write-Ins (Write-in) 1"
Senate,Minnesota,20181106,"51,461",WINONA,"8,236","Newberger, James",Challenger,"12,090","Klobuchar, Amy",Incumbent,LMN,773,"Schuller, Dennis",Challenger,288,"3,854",D,3.61,40.52,59.48,,,"Overby, Paula (Green) 280; Scattered Write-Ins (Write-in) 8"
Senate,Minnesota,20181106,"124,700",WRIGHT,"30,572","Newberger, James",Challenger,"26,821","Klobuchar, Amy",Incumbent,LMN,"1,612","Schuller, Dennis",Challenger,437,"3,751",R,2.71,53.27,46.73,,,"Overby, Paula (Green) 425; Scattered Write-Ins (Write-in) 12"
Senate,Minnesota,20181106,"10,438",YELLOW MEDICINE,"2,071","Newberger, James",Challenger,"2,111","Klobuchar, Amy",Incumbent,LMN,95,"Schuller, Dennis",Challenger,37,40,D,2.20,49.52,50.48,,,"Overby, Paula (Green) 35; Scattered Write-Ins (Write-in) 2"
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
"5,303,925",Minnesota,"2,596,879","940,437","1,566,174","66,236","24,032","625,737",D,"625,737",D,36.21,60.31,2.55,.93,37.52,62.48
,
,
,
SENATE 2016 IN MINNESOTA
,
Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
,Minnesota,,N/A,N/A,N/A,N/A,0,N/A,0,N,.00,.00,.00,.00,.00,.00
,
,
,
SENATE 2014 IN MINNESOTA
,
Office,State,RaceDate,CensusPop,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
Senate,Minnesota,20141104,"16,202",AITKIN,"3,200","McFadden, Mike",Challenger,"3,788","Franken, Al",Incumbent,IND,187,"Carlson, Steve",Challenger,89,588,D,2.57,45.79,54.21,,,"Johnson, Heather (Libertarian) 89; Scattered Write-Ins (Write-in) 0"
